symbol,year_id,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow,cash_conversion_ratio
VEDL,201703,18083.0,2681.0,-12425.0,8339.0,20764.0,1.5980028278543654
VEDL,201803,17366.0,15480.0,-39255.0,-6409.0,32846.0,1.268331872626351
VEDL,201903,23754.0,-10594.0,-10242.0,2918.0,13160.0,2.4493710043307897
VEDL,202003,19300.0,-5925.0,-15547.0,-2172.0,13375.0,-4.068296795952782
VEDL,202103,23980.0,-6678.0,-17565.0,-263.0,17302.0,1.5952634379989357
VEDL,202203,34963.0,-2243.0,-28903.0,3817.0,32720.0,1.4746098692534795
VEDL,202303,33065.0,-668.0,-34142.0,-1745.0,32397.0,2.279873129697304
VEDL,202403,35654.0,-13676.0,-26092.0,-4114.0,21978.0,4.729274439580847
WIPRO,201303,6394.0,-4536.0,-1140.0,717.0,1858.0,1.034293109026205
WIPRO,201403,6790.0,-284.0,-3570.0,2936.0,6506.0,0.8497059191590539
WIPRO,201503,7840.0,-2537.0,-830.0,4474.0,5303.0,0.8997016295616249
WIPRO,201603,7887.0,-13761.0,-159.0,-6032.0,-5874.0,0.8805403594953668
WIPRO,201703,9277.0,-11770.0,-2275.0,-4767.0,-2493.0,1.0891054238084057
WIPRO,201803,8423.0,3595.0,-12998.0,-979.0,12018.0,1.052480319880045
WIPRO,201903,11632.0,5065.0,-4937.0,11760.0,16697.0,1.2898647150144156
WIPRO,202003,10064.0,3593.0,-15100.0,-1442.0,13657.0,1.0298812934916086
WIPRO,202103,14755.0,685.0,-12884.0,2556.0,15440.0,1.3576555023923444
WIPRO,202203,11080.0,-22321.0,4659.0,-6583.0,-11241.0,0.9050069427427918
WIPRO,202303,13060.0,-8169.0,-6088.0,-1197.0,4891.0,1.1490409994721098
WIPRO,202403,17622.0,1144.0,-18257.0,509.0,18766.0,1.58585313174946
ZOMATO,202003,-2144.0,1740.0,359.0,-45.0,-404.0,0.8985750209555742
ZOMATO,202103,-1018.0,-5245.0,6402.0,139.0,-6263.0,1.2475490196078431
ZOMATO,202203,-693.0,-7971.0,8750.0,86.0,-8664.0,0.5671031096563012
ZOMATO,202303,-844.0,797.0,-127.0,-174.0,-47.0,0.8692070030895983
ZOMATO,202403,646.0,-348.0,-207.0,91.0,298.0,1.8404558404558404
ZYDUSLIFE,201303,603.0,-682.0,286.0,207.0,-79.0,0.8739130434782608
ZYDUSLIFE,201403,903.0,-438.0,-529.0,-64.0,465.0,1.0801435406698565
ZYDUSLIFE,201503,994.0,-465.0,-351.0,178.0,529.0,0.8367003367003367
ZYDUSLIFE,201603,1894.0,-860.0,-935.0,99.0,1034.0,0.9643584521384929
ZYDUSLIFE,201703,1312.0,-2872.0,2316.0,756.0,-1560.0,0.8648648648648649
ZYDUSLIFE,201803,919.0,-974.0,52.0,-3.0,-55.0,0.5077348066298343
ZYDUSLIFE,201903,1282.0,-3977.0,1885.0,-811.0,-2695.0,0.6750921537651395
ZYDUSLIFE,202003,2932.0,-1004.0,-1528.0,399.0,1928.0,2.435215946843854
ZYDUSLIFE,202103,3294.0,-837.0,-2548.0,-90.0,2457.0,1.5075514874141875
ZYDUSLIFE,202203,2104.0,-1018.0,-868.0,219.0,1086.0,0.4556084885231702
ZYDUSLIFE,202303,2689.0,1542.0,-4400.0,-170.0,4231.0,1.2853728489483747
ZYDUSLIFE,202403,3228.0,-1492.0,-1810.0,-75.0,1736.0,0.8124842688144979
